departamento,campania_inicio
Carmen De Areco,2002
Carmen De Areco,2003
Carmen De Areco,2004
Carmen De Areco,2006
Carmen De Areco,2007
Carmen De Areco,2009
Carmen De Areco,2010
Carmen De Areco,2011
Carmen De Areco,2012
Carmen De Areco,2013
Carmen De Areco,2014
Carmen De Areco,2015
Carmen De Areco,2016
Caseros,1981
Caseros,1982
Caseros,1983
Caseros,1984
Caseros,1985
Caseros,1986
Caseros,1987
Caseros,1989
Caseros,1990
Caseros,1991
Caseros,1992
Caseros,1993
Caseros,1994
Caseros,1995
Caseros,1997
Caseros,1998
Caseros,1999
Caseros,2000
Caseros,2001
Caseros,2002
Caseros,2003
Caseros,2004
Caseros,2005
Caseros,2006
Caseros,2007
Caseros,2009
Caseros,2010
Caseros,2011
Caseros,2012
Caseros,2013
Caseros,2014
Caseros,2015
Chacabuco,1981
Chacabuco,1982
Chacabuco,1983
Chacabuco,1984
Chacabuco,1985
Chacabuco,1986
Chacabuco,1987
Chacabuco,1988
Chacabuco,1989
Chacabuco,1990
Chacabuco,1991
Chacabuco,1992
Chacabuco,1994
Chacabuco,1995
Chacabuco,1996
Chacabuco,1997
Chacabuco,1998
Chacabuco,1999
Chacabuco,2000
Chacabuco,2001
Chacabuco,2002
Chacabuco,2003
Chacabuco,2004
Chacabuco,2005
Chacabuco,2006
Chacabuco,2007
Chacabuco,2009
Chacabuco,2010
Chacabuco,2011
Chacabuco,2012
Chacabuco,2013
Chacabuco,2014
Chacabuco,2015
Chacabuco,2016
Colon,1981
Colon,1982
Colon,1983
Colon,1984
Colon,1985
Colon,1987
Colon,1988
Colon,1989
Colon,1990
Colon,1991
Colon,1992
Colon,1993
Colon,1994
Colon,1996
Colon,1997
Colon,1998
Colon,1999
Colon,2000
Colon,2001
Colon,2002
Colon,2003
Colon,2004
Colon,2005
Colon,2006
Colon,2007
Colon,2009
Colon,2010
Colon,2012
Colon,2013
Colon,2014
Colon,2015
Colon,2016
General Arenales,1981
General Arenales,1982
General Arenales,1983
General Arenales,1984
General Arenales,1987
General Arenales,1988
General Arenales,1989
General Arenales,1990
General Arenales,1991
General Arenales,1992
General Arenales,1993
General Arenales,1994
General Arenales,1995
General Arenales,1996
General Arenales,1997
General Arenales,1998
General Arenales,1999
General Arenales,2000
General Arenales,2001
General Arenales,2002
General Arenales,2003
General Arenales,2004
General Arenales,2005
General Arenales,2006
General Arenales,2007
General Arenales,2008
General Arenales,2009
General Arenales,2010
General Arenales,2012
General Arenales,2013
General Arenales,2014
General Arenales,2015
General Arenales,2016
General Lopez,1981
General Lopez,1982
General Lopez,1983
General Lopez,1984
General Lopez,1985
General Lopez,1986
General Lopez,1987
General Lopez,1988
General Lopez,1989
General Lopez,1990
General Lopez,1991
General Lopez,1992
General Lopez,1993
General Lopez,1994
General Lopez,1995
General Lopez,1997
General Lopez,1998
General Lopez,1999
General Lopez,2000
General Lopez,2001
General Lopez,2002
General Lopez,2003
General Lopez,2004
General Lopez,2005
General Lopez,2006
General Lopez,2007
General Lopez,2008
General Lopez,2009
General Lopez,2010
General Lopez,2012
General Lopez,2013
General Lopez,2014
General Lopez,2015
General Lopez,2016
General San Martin,1981
General San Martin,1982
General San Martin,1983
General San Martin,1984
General San Martin,1985
General San Martin,1986
General San Martin,1987
General San Martin,1989
General San Martin,1990
General San Martin,1991
General San Martin,1992
General San Martin,1993
General San Martin,1994
General San Martin,1996
General San Martin,1997
General San Martin,1998
General San Martin,1999
General San Martin,2000
General San Martin,2001
General San Martin,2002
General San Martin,2003
General San Martin,2004
General San Martin,2005
General San Martin,2006
General San Martin,2007
General San Martin,2008
General San Martin,2009
General San Martin,2010
General San Martin,2012
General San Martin,2013
General San Martin,2014
General San Martin,2015
General San Martin,2016
Iriondo,1981
Iriondo,1982
Iriondo,1983
Iriondo,1984
Iriondo,1985
Iriondo,1986
Iriondo,1987
Iriondo,1989
Iriondo,1990
Iriondo,1991
Iriondo,1992
Iriondo,1993
Iriondo,1994
Iriondo,1995
Iriondo,1996
Iriondo,1997
Iriondo,1998
Iriondo,2000
Iriondo,2001
Iriondo,2002
Iriondo,2003
Iriondo,2004
Iriondo,2005
Iriondo,2006
Iriondo,2007
Iriondo,2009
Iriondo,2010
Iriondo,2011
Iriondo,2012
Iriondo,2013
Iriondo,2014
Iriondo,2015
Iriondo,2016
Iriondo,2017
Juarez Celman,1981
Juarez Celman,1982
Juarez Celman,1983
Juarez Celman,1984
Juarez Celman,1985
Juarez Celman,1986
Juarez Celman,1987
Juarez Celman,1990
Juarez Celman,1991
Juarez Celman,1992
Juarez Celman,1993
Juarez Celman,1994
Juarez Celman,1997
Juarez Celman,1998
Juarez Celman,1999
Juarez Celman,2000
Juarez Celman,2001
Juarez Celman,2002
Juarez Celman,2003
Juarez Celman,2004
Juarez Celman,2006
Juarez Celman,2007
Juarez Celman,2008
Juarez Celman,2009
Juarez Celman,2010
Juarez Celman,2011
Juarez Celman,2012
Juarez Celman,2013
Juarez Celman,2014
Juarez Celman,2015
Juarez Celman,2016
Junin,1981
Junin,1982
Junin,1983
Junin,1984
Junin,1985
Junin,1986
Junin,1987
Junin,1988
Junin,1989
Junin,1990
Junin,1991
Junin,1992
Junin,1993
Junin,1994
Junin,1995
Junin,1996
Junin,1997
Junin,1998
Junin,1999
Junin,2000
Junin,2001
Junin,2002
Junin,2003
Junin,2004
Junin,2005
Junin,2006
Junin,2007
Junin,2009
Junin,2010
Junin,2011
Junin,2012
Junin,2013
Junin,2014
Junin,2015
Junin,2016
Leandro N. Alem,1981
Leandro N. Alem,1982
Leandro N. Alem,1983
Leandro N. Alem,1985
Leandro N. Alem,1987
Leandro N. Alem,1988
Leandro N. Alem,1989
Leandro N. Alem,1990
Leandro N. Alem,1991
Leandro N. Alem,1992
Leandro N. Alem,1993
Leandro N. Alem,1994
Leandro N. Alem,1995
Leandro N. Alem,1996
Leandro N. Alem,1997
Leandro N. Alem,1998
Leandro N. Alem,1999
Leandro N. Alem,2000
Leandro N. Alem,2001
Leandro N. Alem,2002
Leandro N. Alem,2003
Leandro N. Alem,2004
Leandro N. Alem,2005
Leandro N. Alem,2006
Leandro N. Alem,2007
Leandro N. Alem,2009
Leandro N. Alem,2010
Leandro N. Alem,2012
Leandro N. Alem,2013
Leandro N. Alem,2014
Leandro N. Alem,2015
Leandro N. Alem,2016
Marcos Juarez,1981
Marcos Juarez,1982
Marcos Juarez,1983
Marcos Juarez,1984
Marcos Juarez,1985
Marcos Juarez,1986
Marcos Juarez,1987
Marcos Juarez,1989
Marcos Juarez,1990
Marcos Juarez,1991
Marcos Juarez,1992
Marcos Juarez,1993
Marcos Juarez,1994
Marcos Juarez,1995
Marcos Juarez,1996
Marcos Juarez,1997
Marcos Juarez,1998
Marcos Juarez,1999
Marcos Juarez,2000
Marcos Juarez,2001
Marcos Juarez,2002
Marcos Juarez,2003
Marcos Juarez,2004
Marcos Juarez,2005
Marcos Juarez,2006
Marcos Juarez,2007
Marcos Juarez,2008
Marcos Juarez,2009
Marcos Juarez,2010
Marcos Juarez,2012
Marcos Juarez,2013
Marcos Juarez,2014
Marcos Juarez,2015
Marcos Juarez,2016
Pergamino,1981
Pergamino,1982
Pergamino,1983
Pergamino,1984
Pergamino,1985
Pergamino,1986
Pergamino,1987
Pergamino,1989
Pergamino,1990
Pergamino,1991
Pergamino,1992
Pergamino,1993
Pergamino,1995
Pergamino,1996
Pergamino,1997
Pergamino,1998
Pergamino,1999
Pergamino,2000
Pergamino,2001
Pergamino,2002
Pergamino,2003
Pergamino,2004
Pergamino,2005
Pergamino,2006
Pergamino,2007
Pergamino,2009
Pergamino,2010
Pergamino,2011
Pergamino,2012
Pergamino,2013
Pergamino,2014
Pergamino,2015
Pergamino,2016
Ramallo,1981
Ramallo,1982
Ramallo,1983
Ramallo,1984
Ramallo,1985
Ramallo,1986
Ramallo,1987
Ramallo,1988
Ramallo,1989
Ramallo,1990
Ramallo,1991
Ramallo,1992
Ramallo,1993
Ramallo,1994
Ramallo,1996
Ramallo,1997
Ramallo,1998
Ramallo,1999
Ramallo,2000
Ramallo,2001
Ramallo,2002
Ramallo,2003
Ramallo,2004
Ramallo,2005
Ramallo,2006
Ramallo,2007
Ramallo,2009
Ramallo,2010
Ramallo,2011
Ramallo,2012
Ramallo,2013
Ramallo,2014
Ramallo,2015
Ramallo,2016
Rojas,1981
Rojas,1982
Rojas,1983
Rojas,1984
Rojas,1985
Rojas,1987
Rojas,1988
Rojas,1989
Rojas,1990
Rojas,1991
Rojas,1992
Rojas,1993
Rojas,1994
Rojas,1995
Rojas,1996
Rojas,1997
Rojas,1998
Rojas,1999
Rojas,2000
Rojas,2001
Rojas,2002
Rojas,2003
Rojas,2004
Rojas,2006
Rojas,2007
Rojas,2009
Rojas,2010
Rojas,2011
Rojas,2012
Rojas,2013
Rojas,2014
Rojas,2015
Rojas,2016
Rosario,1981
Rosario,1982
Rosario,1983
Rosario,1984
Rosario,1985
Rosario,1986
Rosario,1987
Rosario,1989
Rosario,1990
Rosario,1991
Rosario,1992
Rosario,1993
Rosario,1994
Rosario,1995
Rosario,1997
Rosario,1998
Rosario,1999
Rosario,2000
Rosario,2001
Rosario,2002
Rosario,2003
Rosario,2004
Rosario,2006
Rosario,2007
Rosario,2009
Rosario,2010
Rosario,2011
Rosario,2012
Rosario,2013
Rosario,2014
Rosario,2015
Salto,1981
Salto,1982
Salto,1983
Salto,1984
Salto,1985
Salto,1987
Salto,1989
Salto,1990
Salto,1991
Salto,1992
Salto,1993
Salto,1994
Salto,1995
Salto,1996
Salto,1997
Salto,1998
Salto,1999
Salto,2000
Salto,2001
Salto,2002
Salto,2003
Salto,2004
Salto,2005
Salto,2006
Salto,2007
Salto,2009
Salto,2010
Salto,2011
Salto,2012
Salto,2013
Salto,2014
Salto,2015
Salto,2016
San Lorenzo,1981
San Lorenzo,1982
San Lorenzo,1983
San Lorenzo,1984
San Lorenzo,1985
San Lorenzo,1986
San Lorenzo,1987
San Lorenzo,1989
San Lorenzo,1990
San Lorenzo,1991
San Lorenzo,1992
San Lorenzo,1993
San Lorenzo,1994
San Lorenzo,1995
San Lorenzo,1997
San Lorenzo,1998
San Lorenzo,1999
San Lorenzo,2000
San Lorenzo,2001
San Lorenzo,2002
San Lorenzo,2003
San Lorenzo,2004
San Lorenzo,2005
San Lorenzo,2006
San Lorenzo,2007
San Lorenzo,2009
San Lorenzo,2010
San Lorenzo,2011
San Lorenzo,2012
San Lorenzo,2013
San Lorenzo,2014
San Lorenzo,2015
San Lorenzo,2016
San Nicolas,1981
San Nicolas,1982
San Nicolas,1983
San Nicolas,1984
San Nicolas,1985
San Nicolas,1986
San Nicolas,1987
San Nicolas,1988
San Nicolas,1989
San Nicolas,1990
San Nicolas,1991
San Nicolas,1992
San Nicolas,1993
San Nicolas,1994
San Nicolas,1995
San Nicolas,1996
San Nicolas,1997
San Nicolas,1998
San Nicolas,1999
San Nicolas,2000
San Nicolas,2001
San Nicolas,2002
San Nicolas,2003
San Nicolas,2004
San Nicolas,2005
San Nicolas,2006
San Nicolas,2007
San Nicolas,2009
San Nicolas,2010
San Nicolas,2011
San Nicolas,2012
San Nicolas,2013
San Nicolas,2014
San Nicolas,2015
San Nicolas,2016
San Pedro,1981
San Pedro,1982
San Pedro,1983
San Pedro,1984
San Pedro,1985
San Pedro,1986
San Pedro,1987
San Pedro,1988
San Pedro,1989
San Pedro,1990
San Pedro,1991
San Pedro,1992
San Pedro,1993
San Pedro,1994
San Pedro,1996
San Pedro,1997
San Pedro,1998
San Pedro,1999
San Pedro,2000
San Pedro,2001
San Pedro,2002
San Pedro,2003
San Pedro,2004
San Pedro,2005
San Pedro,2006
San Pedro,2007
San Pedro,2009
San Pedro,2010
San Pedro,2011
San Pedro,2012
San Pedro,2013
San Pedro,2014
San Pedro,2015
San Pedro,2016
Union,1981
Union,1982
Union,1983
Union,1984
Union,1985
Union,1986
Union,1987
Union,1989
Union,1990
Union,1991
Union,1992
Union,1993
Union,1994
Union,1995
Union,1996
Union,1997
Union,1998
Union,1999
Union,2000
Union,2001
Union,2002
Union,2003
Union,2004
Union,2006
Union,2007
Union,2008
Union,2009
Union,2010
Union,2012
Union,2013
Union,2014
Union,2015
Union,2016
Villa Constitucion,1981
Villa Constitucion,1982
Villa Constitucion,1983
Villa Constitucion,1984
Villa Constitucion,1985
Villa Constitucion,1986
Villa Constitucion,1987
Villa Constitucion,1989
Villa Constitucion,1990
Villa Constitucion,1991
Villa Constitucion,1992
Villa Constitucion,1993
Villa Constitucion,1994
Villa Constitucion,1995
Villa Constitucion,1996
Villa Constitucion,1997
Villa Constitucion,1998
Villa Constitucion,2000
Villa Constitucion,2001
Villa Constitucion,2002
Villa Constitucion,2003
Villa Constitucion,2004
Villa Constitucion,2005
Villa Constitucion,2006
Villa Constitucion,2007
Villa Constitucion,2008
Villa Constitucion,2009
Villa Constitucion,2010
Villa Constitucion,2011
Villa Constitucion,2012
Villa Constitucion,2013
Villa Constitucion,2014
Villa Constitucion,2015
Villa Constitucion,2016
