departamento,campania_inicio
Arrecifes,1982
Arrecifes,1983
Arrecifes,1984
Arrecifes,1985
Arrecifes,1986
Arrecifes,1987
Arrecifes,1989
Arrecifes,1990
Arrecifes,1991
Arrecifes,1992
Arrecifes,1994
Arrecifes,1995
Arrecifes,1997
Arrecifes,1998
Arrecifes,1999
Arrecifes,2000
Arrecifes,2001
Arrecifes,2002
Arrecifes,2003
Arrecifes,2004
Arrecifes,2005
Arrecifes,2006
Arrecifes,2007
Arrecifes,2009
Arrecifes,2010
Arrecifes,2011
Arrecifes,2012
Arrecifes,2013
Arrecifes,2014
Arrecifes,2015
Arrecifes,2016
Atreuco,1983
Atreuco,1984
Atreuco,1985
Atreuco,1986
Atreuco,1988
Atreuco,1989
Atreuco,1992
Atreuco,1993
Atreuco,1994
Atreuco,1996
Atreuco,1997
Atreuco,1998
Atreuco,1999
Atreuco,2000
Atreuco,2001
Atreuco,2002
Atreuco,2003
Atreuco,2004
Atreuco,2006
Atreuco,2007
Atreuco,2009
Atreuco,2010
Atreuco,2011
Atreuco,2012
Atreuco,2013
Atreuco,2014
Atreuco,2015
Atreuco,2016
Atreuco,2017
Ayacucho,1989
Ayacucho,1990
Ayacucho,1991
Ayacucho,1993
Ayacucho,1994
Ayacucho,1995
Ayacucho,1996
Ayacucho,1997
Ayacucho,1998
Ayacucho,1999
Ayacucho,2000
Ayacucho,2001
Ayacucho,2002
Ayacucho,2003
Ayacucho,2004
Ayacucho,2005
Ayacucho,2006
Ayacucho,2009
Ayacucho,2010
Ayacucho,2011
Ayacucho,2012
Ayacucho,2013
Ayacucho,2014
Ayacucho,2015
Ayacucho,2016
Ayacucho,2017
Azul,1983
Azul,1984
Azul,1985
Azul,1987
Azul,1988
Azul,1989
Azul,1990
Azul,1991
Azul,1993
Azul,1994
Azul,1995
Azul,1996
Azul,1997
Azul,1998
Azul,1999
Azul,2000
Azul,2001
Azul,2002
Azul,2003
Azul,2004
Azul,2005
Azul,2006
Azul,2009
Azul,2010
Azul,2011
Azul,2012
Azul,2013
Azul,2014
Azul,2015
Azul,2016
Balcarce,1983
Balcarce,1984
Balcarce,1985
Balcarce,1987
Balcarce,1988
Balcarce,1989
Balcarce,1990
Balcarce,1991
Balcarce,1993
Balcarce,1994
Balcarce,1995
Balcarce,1996
Balcarce,1997
Balcarce,1998
Balcarce,1999
Balcarce,2000
Balcarce,2001
Balcarce,2002
Balcarce,2003
Balcarce,2004
Balcarce,2006
Balcarce,2009
Balcarce,2010
Balcarce,2011
Balcarce,2012
Balcarce,2013
Balcarce,2014
Balcarce,2015
Balcarce,2016
Balcarce,2017
Banda,1981
Banda,1982
Banda,1983
Banda,1984
Banda,1985
Banda,1990
Banda,1991
Banda,1993
Banda,1996
Banda,1997
Banda,1998
Banda,2004
Banda,2005
Banda,2006
Banda,2007
Banda,2008
Banda,2009
Banda,2010
Banda,2012
Banda,2013
Banda,2014
Banda,2015
Banda,2016
Banda,2017
Baradero,1981
Baradero,1982
Baradero,1983
Baradero,1984
Baradero,1985
Baradero,1986
Baradero,1987
Baradero,1988
Baradero,1989
Baradero,1990
Baradero,1991
Baradero,1992
Baradero,1994
Baradero,1995
Baradero,1997
Baradero,1998
Baradero,1999
Baradero,2000
Baradero,2001
Baradero,2002
Baradero,2003
Baradero,2004
Baradero,2005
Baradero,2006
Baradero,2007
Baradero,2009
Baradero,2010
Baradero,2011
Baradero,2012
Baradero,2013
Baradero,2014
Baradero,2015
Baradero,2016
Belgrano,1981
Belgrano,1982
Belgrano,1983
Belgrano,1984
Belgrano,1985
Belgrano,1986
Belgrano,1987
Belgrano,1988
Belgrano,1989
Belgrano,1990
Belgrano,1991
Belgrano,1992
Belgrano,1993
Belgrano,1994
Belgrano,1995
Belgrano,1996
Belgrano,1997
Belgrano,1998
Belgrano,1999
Belgrano,2000
Belgrano,2001
Belgrano,2002
Belgrano,2003
Belgrano,2004
Belgrano,2005
Belgrano,2006
Belgrano,2007
Belgrano,2008
Belgrano,2009
Belgrano,2010
Belgrano,2011
Belgrano,2012
Belgrano,2013
Belgrano,2014
Belgrano,2015
Belgrano,2016
Belgrano,2017
Bella Vista,1981
Bella Vista,1982
Bella Vista,1986
Bella Vista,1987
Bella Vista,1988
Bella Vista,1989
Bella Vista,1993
Bella Vista,1994
Bella Vista,1995
Bella Vista,1997
Bella Vista,1998
Bella Vista,1999
Bella Vista,2000
Bella Vista,2001
Bella Vista,2002
Bella Vista,2009
Bella Vista,2010
Benito Juarez,1981
Benito Juarez,1982
Benito Juarez,1983
Benito Juarez,1984
Benito Juarez,1985
Benito Juarez,1986
Benito Juarez,1987
Benito Juarez,1988
Benito Juarez,1989
Benito Juarez,1990
Benito Juarez,1991
Benito Juarez,1993
Benito Juarez,1994
Benito Juarez,1995
Benito Juarez,1996
Benito Juarez,1997
Benito Juarez,1998
Benito Juarez,1999
Benito Juarez,2000
Benito Juarez,2001
Benito Juarez,2002
Benito Juarez,2003
Benito Juarez,2004
Benito Juarez,2005
Benito Juarez,2006
Benito Juarez,2009
Benito Juarez,2010
Benito Juarez,2011
Benito Juarez,2012
Benito Juarez,2013
Benito Juarez,2014
Benito Juarez,2015
Benito Juarez,2016
Bermejo,1989
Bermejo,1995
Bermejo,1996
Bermejo,1997
Bermejo,1998
Bermejo,1999
Bermejo,2000
Bermejo,2001
Bermejo,2002
Bermejo,2005
Bermejo,2006
Bermejo,2007
Bermejo,2008
Bermejo,2009
Bermejo,2010
Bermejo,2012
Bermejo,2013
Bermejo,2014
Bermejo,2015
Bolivar,1984
Bolivar,1985
Bolivar,1987
Bolivar,1988
Bolivar,1989
Bolivar,1990
Bolivar,1991
Bolivar,1992
Bolivar,1993
Bolivar,1994
Bolivar,1995
Bolivar,1996
Bolivar,1997
Bolivar,1998
Bolivar,1999
Bolivar,2001
Bolivar,2002
Bolivar,2003
Bolivar,2004
Bolivar,2005
Bolivar,2006
Bolivar,2007
Bolivar,2009
Bolivar,2010
Bolivar,2011
Bolivar,2012
Bolivar,2013
Bolivar,2014
Bolivar,2015
Bolivar,2016
Bolivar,2017
Bragado,1981
Bragado,1982
Bragado,1983
Bragado,1985
Bragado,1986
Bragado,1987
Bragado,1988
Bragado,1989
Bragado,1990
Bragado,1991
Bragado,1993
Bragado,1994
Bragado,1995
Bragado,1996
Bragado,1997
Bragado,1998
Bragado,1999
Bragado,2000
Bragado,2001
Bragado,2002
Bragado,2003
Bragado,2004
Bragado,2005
Bragado,2006
Bragado,2007
Bragado,2009
Bragado,2010
Bragado,2011
Bragado,2012
Bragado,2013
Bragado,2014
Bragado,2015
Bragado,2016
Brandsen,1981
Brandsen,1982
Brandsen,1983
Brandsen,1984
Brandsen,1985
Brandsen,1986
Brandsen,1987
Brandsen,1988
Brandsen,2013
Brandsen,2014
Brandsen,2015
Brandsen,2016
Brandsen,2017
Burruyacu,1981
Burruyacu,1982
Burruyacu,1983
Burruyacu,1984
Burruyacu,1987
Burruyacu,1988
Burruyacu,1989
Burruyacu,1990
Burruyacu,1991
Burruyacu,1992
Burruyacu,1993
Burruyacu,1995
Burruyacu,1996
Burruyacu,1997
Burruyacu,1998
Burruyacu,2003
Burruyacu,2005
Burruyacu,2006
Burruyacu,2007
Burruyacu,2008
Burruyacu,2009
Burruyacu,2010
Burruyacu,2013
Burruyacu,2014
Burruyacu,2015
Burruyacu,2016
Burruyacu,2017
Cainguas,1981
Cainguas,1982
Cainguas,1983
Cainguas,1984
Cainguas,1985
Cainguas,1986
Cainguas,1987
Cainguas,1988
Cainguas,1989
Cainguas,1993
Cainguas,1994
Cainguas,1997
Cainguas,1998
Cainguas,2001
Cainguas,2003
Cainguas,2006
Cainguas,2007
Cainguas,2009
Cainguas,2010
Cainguas,2012
Cainguas,2013
Cainguas,2014
Cainguas,2015
Cainguas,2016
Cainguas,2017
Calamuchita,1981
Calamuchita,1982
Calamuchita,1983
Calamuchita,1984
Calamuchita,1985
Calamuchita,1987
Calamuchita,1988
Calamuchita,1989
Calamuchita,1990
Calamuchita,1992
Calamuchita,1993
Calamuchita,1994
Calamuchita,1995
Calamuchita,1996
Calamuchita,1997
Calamuchita,1998
Calamuchita,1999
Calamuchita,2000
Calamuchita,2001
Calamuchita,2002
Calamuchita,2003
Calamuchita,2004
Calamuchita,2005
Calamuchita,2006
Calamuchita,2007
Calamuchita,2008
Calamuchita,2009
Calamuchita,2010
Calamuchita,2012
Calamuchita,2013
Calamuchita,2014
Calamuchita,2015
Calamuchita,2016
Calamuchita,2017
Campana,1982
Campana,1983
Campana,1984
Campana,1985
Campana,1987
Campana,1988
Campana,1989
Campana,1990
Campana,1991
Campana,1993
Campana,1994
Campana,1995
Campana,1996
Campana,1997
Campana,1998
Campana,2000
Campana,2001
Campana,2002
Campana,2003
Campana,2004
Campana,2005
Campana,2006
Campana,2007
Campana,2009
Campana,2010
Campana,2011
Campana,2012
Campana,2013
Campana,2014
Campana,2015
Campana,2016
Canuelas,1981
Canuelas,1983
Canuelas,1984
Canuelas,1985
Canuelas,1989
Canuelas,1991
Canuelas,1992
Canuelas,1993
Canuelas,1994
Canuelas,1995
Canuelas,1996
Canuelas,1997
Canuelas,1998
Canuelas,1999
Canuelas,2000
Canuelas,2001
Canuelas,2002
Canuelas,2003
Canuelas,2004
Canuelas,2005
Canuelas,2006
Canuelas,2007
Canuelas,2009
Canuelas,2010
Canuelas,2011
Canuelas,2012
Canuelas,2013
Canuelas,2014
Canuelas,2015
Canuelas,2016
Capital,1983
Capital,1984
Capital,1985
Capital,1986
Capital,1987
Capital,1988
Capital,1989
Capital,1990
Capital,1991
Capital,1992
Capital,1993
Capital,1994
Capital,1995
Capital,1996
Capital,1997
Capital,1998
Capital,1999
Capital,2000
Capital,2001
Capital,2002
Capital,2003
Capital,2004
Capital,2005
Capital,2006
Capital,2007
Capital,2008
Capital,2009
Capital,2010
Capital,2011
Capital,2012
Capital,2013
Capital,2014
Capital,2015
Capital,2016
Capital,2017
Capitan Sarmiento,1981
Capitan Sarmiento,1982
Capitan Sarmiento,1983
Capitan Sarmiento,1984
Capitan Sarmiento,1985
Capitan Sarmiento,1987
Capitan Sarmiento,1988
Capitan Sarmiento,1989
Capitan Sarmiento,1990
Capitan Sarmiento,1991
Capitan Sarmiento,1993
Capitan Sarmiento,1994
Capitan Sarmiento,1995
Capitan Sarmiento,1997
Capitan Sarmiento,1998
Capitan Sarmiento,1999
Capitan Sarmiento,2000
Capitan Sarmiento,2001
Capitan Sarmiento,2002
Capitan Sarmiento,2003
Capitan Sarmiento,2004
Capitan Sarmiento,2005
Capitan Sarmiento,2006
Capitan Sarmiento,2009
Capitan Sarmiento,2010
Capitan Sarmiento,2011
Capitan Sarmiento,2012
Capitan Sarmiento,2013
Capitan Sarmiento,2014
Capitan Sarmiento,2015
Capitan Sarmiento,2016
Carlos Casares,1981
Carlos Casares,1982
Carlos Casares,1983
Carlos Casares,1985
Carlos Casares,1986
Carlos Casares,1987
Carlos Casares,1988
Carlos Casares,1989
Carlos Casares,1991
Carlos Casares,1992
Carlos Casares,1994
Carlos Casares,1995
Carlos Casares,1996
Carlos Casares,1997
Carlos Casares,1998
Carlos Casares,1999
Carlos Casares,2000
Carlos Casares,2001
Carlos Casares,2002
Carlos Casares,2003
Carlos Casares,2004
Carlos Casares,2005
Carlos Casares,2006
Carlos Casares,2007
Carlos Casares,2009
Carlos Casares,2010
Carlos Casares,2011
Carlos Casares,2012
Carlos Casares,2013
Carlos Casares,2014
Carlos Casares,2015
Carlos Casares,2016
Carlos Casares,2017
Carlos Tejedor,1981
Carlos Tejedor,1982
Carlos Tejedor,1983
Carlos Tejedor,1985
Carlos Tejedor,1986
Carlos Tejedor,1987
Carlos Tejedor,1988
Carlos Tejedor,1989
Carlos Tejedor,1991
Carlos Tejedor,1992
Carlos Tejedor,1993
Carlos Tejedor,1994
Carlos Tejedor,1995
Carlos Tejedor,1996
Carlos Tejedor,1997
Carlos Tejedor,1998
Carlos Tejedor,1999
Carlos Tejedor,2000
Carlos Tejedor,2001
Carlos Tejedor,2002
Carlos Tejedor,2003
Carlos Tejedor,2004
Carlos Tejedor,2005
Carlos Tejedor,2006
Carlos Tejedor,2007
Carlos Tejedor,2009
Carlos Tejedor,2010
Carlos Tejedor,2011
Carlos Tejedor,2012
Carlos Tejedor,2013
Carlos Tejedor,2014
Carlos Tejedor,2015
Carlos Tejedor,2016
Carlos Tejedor,2017
Carmen De Areco,1981
Carmen De Areco,1982
Carmen De Areco,1983
Carmen De Areco,1984
Carmen De Areco,1985
Carmen De Areco,1986
Carmen De Areco,1987
Carmen De Areco,1988
Carmen De Areco,1989
Carmen De Areco,1990
Carmen De Areco,1992
Carmen De Areco,1993
Carmen De Areco,1994
Carmen De Areco,1995
Carmen De Areco,1996
Carmen De Areco,1997
Carmen De Areco,1998
Carmen De Areco,1999
Carmen De Areco,2000
Carmen De Areco,2001
Carmen De Areco,2002
Carmen De Areco,2003
Carmen De Areco,2004
Carmen De Areco,2005
Carmen De Areco,2006
Carmen De Areco,2007
Carmen De Areco,2009
Carmen De Areco,2010
Carmen De Areco,2011
Carmen De Areco,2012
Carmen De Areco,2013
Carmen De Areco,2014
Carmen De Areco,2015
Carmen De Areco,2016
Caseros,1981
Caseros,1982
Caseros,1983
Caseros,1984
Caseros,1985
Caseros,1986
Caseros,1987
Caseros,1989
Caseros,1990
Caseros,1991
Caseros,1992
Caseros,1993
Caseros,1994
Caseros,1995
Caseros,1997
Caseros,1998
Caseros,1999
Caseros,2000
Caseros,2001
Caseros,2002
Caseros,2003
Caseros,2004
Caseros,2005
Caseros,2006
Caseros,2007
Caseros,2009
Caseros,2010
Caseros,2011
Caseros,2012
Caseros,2013
Caseros,2014
Caseros,2015
Caseros,2016
Castellanos,1981
Castellanos,1982
Castellanos,1983
Castellanos,1984
Castellanos,1985
Castellanos,1986
Castellanos,1987
Castellanos,1989
Castellanos,1990
Castellanos,1991
Castellanos,1992
Castellanos,1993
Castellanos,1994
Castellanos,1995
Castellanos,1997
Castellanos,1998
Castellanos,1999
Castellanos,2000
Castellanos,2001
Castellanos,2002
Castellanos,2003
Castellanos,2004
Castellanos,2005
Castellanos,2006
Castellanos,2007
Castellanos,2008
Castellanos,2009
Castellanos,2010
Castellanos,2012
Castellanos,2013
Castellanos,2014
Castellanos,2016
Castellanos,2017
Castelli,2000
Castelli,2001
Castelli,2002
Castelli,2003
Castelli,2004
Castelli,2005
Castelli,2006
Castelli,2007
Castelli,2009
Castelli,2010
Castelli,2011
Castelli,2012
Castelli,2013
Castelli,2014
Castelli,2015
Castelli,2016
Castelli,2017
Catrilo,1983
Catrilo,1987
Catrilo,1988
Catrilo,1989
Catrilo,1992
Catrilo,1994
Catrilo,1995
Catrilo,1996
Catrilo,1997
Catrilo,1999
Catrilo,2000
Catrilo,2001
Catrilo,2002
Catrilo,2003
Catrilo,2004
Catrilo,2005
Catrilo,2006
Catrilo,2007
Catrilo,2009
Catrilo,2010
Catrilo,2011
Catrilo,2012
Catrilo,2013
Catrilo,2014
Catrilo,2015
Catrilo,2016
Catrilo,2017
Chacabuco,1981
Chacabuco,1982
Chacabuco,1983
Chacabuco,1984
Chacabuco,1985
Chacabuco,1986
Chacabuco,1987
Chacabuco,1988
Chacabuco,1989
Chacabuco,1990
Chacabuco,1991
Chacabuco,1992
Chacabuco,1993
Chacabuco,1994
Chacabuco,1995
Chacabuco,1996
Chacabuco,1997
Chacabuco,1998
Chacabuco,1999
Chacabuco,2000
Chacabuco,2001
Chacabuco,2002
Chacabuco,2003
Chacabuco,2004
Chacabuco,2005
Chacabuco,2006
Chacabuco,2007
Chacabuco,2008
Chacabuco,2009
Chacabuco,2010
Chacabuco,2011
Chacabuco,2012
Chacabuco,2013
Chacabuco,2014
Chacabuco,2015
Chacabuco,2016
Chacabuco,2017
Chapaleufu,1981
Chapaleufu,1982
Chapaleufu,1983
Chapaleufu,1984
Chapaleufu,1985
Chapaleufu,1986
Chapaleufu,1987
Chapaleufu,1988
Chapaleufu,1989
Chapaleufu,1991
Chapaleufu,1992
Chapaleufu,1993
Chapaleufu,1994
Chapaleufu,1995
Chapaleufu,1996
Chapaleufu,1997
Chapaleufu,1998
Chapaleufu,1999
Chapaleufu,2000
Chapaleufu,2001
Chapaleufu,2002
Chapaleufu,2003
Chapaleufu,2004
Chapaleufu,2005
Chapaleufu,2006
Chapaleufu,2007
Chapaleufu,2009
Chapaleufu,2010
Chapaleufu,2011
Chapaleufu,2012
Chapaleufu,2013
Chapaleufu,2014
Chapaleufu,2015
Chapaleufu,2016
Chapaleufu,2017
Chascomus,1981
Chascomus,1983
Chascomus,1984
Chascomus,1985
Chascomus,1987
Chascomus,1988
Chascomus,1989
Chascomus,1990
Chascomus,1991
Chascomus,1992
Chascomus,1993
Chascomus,1994
Chascomus,1996
Chascomus,1997
Chascomus,1998
Chascomus,1999
Chascomus,2000
Chascomus,2001
Chascomus,2002
Chascomus,2003
Chascomus,2004
Chascomus,2005
Chascomus,2006
Chascomus,2009
Chascomus,2010
Chascomus,2011
Chascomus,2012
Chascomus,2013
Chascomus,2014
Chascomus,2015
Chascomus,2016
Chascomus,2017
Chicligasta,1992
Chicligasta,2003
Chicligasta,2005
Chicligasta,2006
Chicligasta,2007
Chicligasta,2008
Chicligasta,2009
Chicligasta,2010
Chicligasta,2013
Chicligasta,2014
Chicligasta,2015
Chicligasta,2016
Chicligasta,2017
Chivilcoy,1981
Chivilcoy,1982
Chivilcoy,1983
Chivilcoy,1985
Chivilcoy,1986
Chivilcoy,1987
Chivilcoy,1988
Chivilcoy,1989
Chivilcoy,1990
Chivilcoy,1991
Chivilcoy,1993
Chivilcoy,1994
Chivilcoy,1995
Chivilcoy,1996
Chivilcoy,1997
Chivilcoy,1998
Chivilcoy,1999
Chivilcoy,2000
Chivilcoy,2001
Chivilcoy,2002
Chivilcoy,2003
Chivilcoy,2004
Chivilcoy,2005
Chivilcoy,2006
Chivilcoy,2007
Chivilcoy,2009
Chivilcoy,2010
Chivilcoy,2011
Chivilcoy,2012
Chivilcoy,2013
Chivilcoy,2014
Chivilcoy,2015
Chivilcoy,2016
Choya,1997
Choya,1998
Choya,2001
Choya,2002
Choya,2005
Choya,2006
Choya,2007
Choya,2009
Choya,2010
Choya,2012
Choya,2013
Choya,2014
Choya,2015
Choya,2016
Choya,2017
Colon,1981
Colon,1982
Colon,1983
Colon,1984
Colon,1985
Colon,1986
Colon,1987
Colon,1988
Colon,1989
Colon,1990
Colon,1991
Colon,1992
Colon,1993
Colon,1994
Colon,1995
Colon,1996
Colon,1997
Colon,1998
Colon,1999
Colon,2000
Colon,2001
Colon,2002
Colon,2003
Colon,2004
Colon,2005
Colon,2006
Colon,2007
Colon,2008
Colon,2009
Colon,2010
Colon,2011
Colon,2012
Colon,2013
Colon,2014
Colon,2015
Colon,2016
Colon,2017
Comandante Fernandez,1982
Comandante Fernandez,1983
Comandante Fernandez,1984
Comandante Fernandez,1985
Comandante Fernandez,1986
Comandante Fernandez,1987
Comandante Fernandez,1988
Comandante Fernandez,1989
Comandante Fernandez,1990
Comandante Fernandez,1991
Comandante Fernandez,1992
Comandante Fernandez,1995
Comandante Fernandez,1996
Comandante Fernandez,1997
Comandante Fernandez,1998
Comandante Fernandez,1999
Comandante Fernandez,2000
Comandante Fernandez,2001
Comandante Fernandez,2002
Comandante Fernandez,2004
Comandante Fernandez,2005
Comandante Fernandez,2006
Comandante Fernandez,2007
Comandante Fernandez,2008
Comandante Fernandez,2009
Comandante Fernandez,2010
Comandante Fernandez,2012
Comandante Fernandez,2013
Comandante Fernandez,2014
Comandante Fernandez,2015
Comandante Fernandez,2016
Comandante Fernandez,2017
Concordia,1981
Concordia,1982
Concordia,1983
Concordia,1985
Concordia,1986
Concordia,1987
Concordia,1988
Concordia,1989
Concordia,1992
Concordia,1993
Concordia,1994
Concordia,1996
Concordia,1997
Concordia,1998
Concordia,2000
Concordia,2001
Concordia,2002
Concordia,2003
Concordia,2004
Concordia,2005
Concordia,2006
Concordia,2007
Concordia,2009
Concordia,2010
Concordia,2011
Concordia,2012
Concordia,2013
Concordia,2014
Concordia,2016
Conhelo,1983
Conhelo,1984
Conhelo,1985
Conhelo,1986
Conhelo,1989
Conhelo,1990
Conhelo,1991
Conhelo,1992
Conhelo,1993
Conhelo,1994
Conhelo,1995
Conhelo,2000
Conhelo,2001
Conhelo,2002
Conhelo,2003
Conhelo,2004
Conhelo,2006
Conhelo,2007
Conhelo,2008
Conhelo,2009
Conhelo,2010
Conhelo,2011
Conhelo,2012
Conhelo,2013
Conhelo,2014
Conhelo,2015
Conhelo,2016
Conhelo,2017
Copo,1993
Copo,1996
Copo,1997
Copo,1998
Copo,2000
Copo,2001
Copo,2002
Copo,2005
Copo,2006
Copo,2007
Copo,2009
Copo,2010
Copo,2011
Copo,2012
Copo,2013
Copo,2014
Copo,2015
Copo,2016
Copo,2017
Coronel Dorrego,1988
Coronel Dorrego,1989
Coronel Dorrego,1990
Coronel Dorrego,1991
Coronel Dorrego,1993
Coronel Dorrego,1994
Coronel Dorrego,1995
Coronel Dorrego,1996
Coronel Dorrego,1997
